Time_sec,Ntot
0,0
0.011609977324263,0
0.0232199546485261,0
0.0348299319727891,0
0.0464399092970522,0
0.0580498866213152,0
0.0696598639455782,0
0.0812698412698413,0
0.0928798185941043,0
0.104489795918367,0
0.11609977324263,0
0.127709750566893,0
0.139319727891156,0
0.15092970521542,0
0.162539682539683,0
0.174149659863946,0
0.185759637188209,0
0.197369614512472,0
0.208979591836735,0
0.220589569160998,0
0.232199546485261,0
0.243809523809524,0
0.255419501133787,0
0.26702947845805,0
0.278639455782313,0
0.290249433106576,0
0.301859410430839,0
0.313469387755102,0
0.325079365079365,0
0.336689342403628,0
0.348299319727891,0
0.359909297052154,0
0.371519274376417,0
0.38312925170068,0
0.394739229024943,0
0.406349206349206,0
0.417959183673469,0
0.429569160997732,0
0.441179138321995,0
0.452789115646259,0
0.464399092970522,0
0.476009070294785,0
0.487619047619048,0
0.499229024943311,0
0.510839002267574,0
0.522448979591837,0
0.5340589569161,0
0.545668934240363,0
0.557278911564626,0
0.568888888888889,0
0.580498866213152,0
0.592108843537415,0
0.603718820861678,0
0.615328798185941,0
0.626938775510204,0
0.638548752834467,0
0.65015873015873,0
0.661768707482993,0
0.673378684807256,0
0.684988662131519,0
0.696598639455782,0
0.708208616780045,0
0.719818594104308,0
0.731428571428571,0
0.743038548752834,0
0.754648526077098,0
0.766258503401361,0
0.777868480725624,0
0.789478458049887,0
0.80108843537415,0
0.812698412698413,0
0.824308390022676,0
0.835918367346939,0
0.847528344671202,0
0.859138321995465,0
0.870748299319728,0
0.882358276643991,0
0.893968253968254,0
0.905578231292517,0
0.91718820861678,0
0.928798185941043,0
0.940408163265306,0
0.952018140589569,0
0.963628117913832,0
0.975238095238095,0
0.986848072562358,0
0.998458049886621,0
1.01006802721088,0
1.02167800453515,0
1.03328798185941,0
1.04489795918367,0
1.05650793650794,0
1.0681179138322,0
1.07972789115646,0
1.09133786848073,0
1.10294784580499,0
1.11455782312925,0
1.12616780045351,0
1.13777777777778,0
1.14938775510204,0
1.1609977324263,0
1.17260770975057,0
1.18421768707483,0
1.19582766439909,0
1.20743764172336,0
1.21904761904762,0
1.23065759637188,0
1.24226757369615,0
1.25387755102041,0
1.26548752834467,0
1.27709750566893,0
1.2887074829932,0
1.30031746031746,0
1.31192743764172,0
1.32353741496599,0
1.33514739229025,0
1.34675736961451,0
1.35836734693878,0
1.36997732426304,0
1.3815873015873,0
1.39319727891156,0
1.40480725623583,0
1.41641723356009,0
1.42802721088435,0
1.43963718820862,0
1.45124716553288,0
1.46285714285714,0
1.47446712018141,0
1.48607709750567,0
1.49768707482993,0
1.5092970521542,0
1.52090702947846,0
1.53251700680272,0
